,Tweets,tag
75,Cardinal Tobin discusses Catholic teaching on #migrants and #refugees  developments in immigration and refugee poli… https://t.co/9UzzAo8oKU,refugee
76,Naoko Maruyama  Regional Coordinator of East Asia for the @M_RSection  with a community of Indonesian Catholic migr… https://t.co/wbsO29Xhrh,refugee
77,Twelve Premier League sides will celebrate the anniversary of child #refugees arriving in the UK during the Spanish… https://t.co/ECICeRkenL,refugee
78,“I think of the abomination of human trafficking  crimes and abuses against minors  the horror of slavery still pre… https://t.co/CcfoLnOS53,refugee
79,Free meals programme has fed nearly seven million pupils in about 40 000 schools and changed the nature of educatio… https://t.co/ePoeBbzhAY,refugee
80,“To facilitate the movement of migrants for the benefit of all would eliminate human trafficking and perilous trave… https://t.co/oYnMkQNQfV,refugee
81,Eight Bishops Conferences in South America have joined forces to find solutions to the massive migration of Venezue… https://t.co/oYrXtl0BRo,refugee
82,“Let us bring a ray of hope into the eyes and hearts of refugees and of those who have been forcibly displaced” Pop… https://t.co/TBAcYJP2XV,refugee
83,https://t.co/pl1OH6pzqy,refugee
84,The cartoon tells the true story of a #refugee family from Syria and their experiences navigating the United States… https://t.co/yB78nna6Id,refugee
85,“Children are the first among those to pay the heavy toll of emigration” Pope Francis https://t.co/35i7ki35S9,refugee
86,A group of women is refusing to sit at home and wait for peace. Instead  these women are turning their knowledge of… https://t.co/3Lj0M2kVJF,refugee
87,“Our Lady knows the suffering of #refugees. In prayer  let us ask her to be close to these brothers and sisters of… https://t.co/86x6PNPfSN,refugee
88,Skilled #migrants are adding to Australia’s wealth and are not living on welfare or robbing local workers of jobs … https://t.co/YBqH4JLqlO,refugee
89,Surely  the best makhlouta (lentil soup) in the world must be served in Aleppo! It’s on today’s menu of the… https://t.co/DhMAPcP0NQ,refugee
90,“The question of child #migrants must be tackled radically” Pope Francis https://t.co/M5y186e14d,refugee
91,"Our intention is never to give up  until we see them out of prostitution.”

https://t.co/sU6mSA4OmL
The Global Compact on Refugees – released in draft form in January this year – is a much-needed rallying call for t… https://t.co/e7cL0yQRfC
“For a Christian the only proper attitude is to stand in the shoes of those brothers and sisters of ours who risk t… https://t.co/v8Y0oLs90n
RT @Pontifex: Those who protect children are on God’s side and triumph over those who oppress them. Let us free every child from every form…
The best way for nations of the world to assist poor countries in their process of economic development is to rece… https://t.co/8sylvECaNX",refugee
92,“As one human family  we are all migrants  journeying in hope” Pope Francis https://t.co/2wEgiROL5H,refugee
93,A brother in search of a better future  a path to Holiness,refugee
94,Even welcoming to migrants can become a road to holiness… https://t.co/gop7n5BTX7,refugee
95,The Championship club  with a charity  help more than 30 #refugees and asylum seekers to socialise  learn English a… https://t.co/Pyibp5gJFT,refugee
96,“The human promotion of migrants and their families begins with their communities of origin” Pope Francis https://t.co/EtWABGVDYV,refugee
97,We are going to learn and become beacons to all generations. Farah  six years old  lives in a #refugee camp in Jo… https://t.co/XtknTBV6wm,refugee
98,German initiatives are equipping new arrivals with the skills to alleviate the country’s worker shortage,refugee
99,https://t.co/sgy76zpDwS,refugee
100,“To be hospitable toward the poor and the migrants” Pope Francis https://t.co/60FO1mcYil,refugee
101,Civil society stakeholders together with @Refugees @IOMatEU and @ICMC_news present innovative models for the… https://t.co/LYVmncCWWe,refugee
102,Jackets abandoned on Greek beaches are helping build careers for #refugees in the Netherlands.,refugee
103,https://t.co/Wt7apK1FAW,refugee
104,“In the light of God’s word  we can consider all men and women no longer slaves  but brothers and sisters” Pope Fra… https://t.co/4LbRAhAWaZ,refugee
105,Solidarity with South Sudan: corageous work of women religious combatting trafficking and promoting reconciliation,refugee
106,https://t.co/s6sx6JSoig,refugee
107,Dr. Yuriy Tykhovlis  Regional coordinator of Eastern Europe for the @M_RSection  at the Ukrainian Catholic Universi… https://t.co/7ClVxk28Po,refugee
108,The effects of providing scholarships for displaced scholars  in particular Syrian scholars  have proven to be imme… https://t.co/T1gOq4OL8U,refugee
109,Please help our society to hear the voice of refugees Pope Francis #caring4migrants https://t.co/XQxUPeAvCw,refugee
110,Post-secondary education plays an essential role in promoting integration ,refugee
111,#caring4migrants,refugee
112,https://t.co/QgMYcODrSU,refugee
113,“Through fencing I taught them not only defend themselves but to respect each other.”,refugee
114,https://t.co/x3OMYDUP5e,refugee
115,“Each one of you  the refugees who knock at our doors  bears the face of God  is the flesh of Christ” Pope Francis https://t.co/TwZ5KtKT5t,refugee
116,“When I heard I could go to school in the camp  that moment changed my life.”,refugee
117,#caring4migrants,refugee
118,https://t.co/fcnvOnAcDs,refugee
119,A Norway-based Pakistani welfare organisation presented on Monday an annual award to one of the country's youngest… https://t.co/JjpFOhCgGH,refugee
120,“Another cause of slavery is corruption on the part of people willing to do anything for financial gain” Pope Franc… https://t.co/0mec1lEOIT,refugee
121,"Can we not realize that this is exactly what Jesus demands of us  when he tells us that in welcoming the stranger… https://t.co/iHBhRGzhiB
Each person seeking to follow God’s call to holiness has a special mission  and it is wrong to claim that defendin… https://t.co/KZ7SKIlDja",refugee
122,For Many #Migrants  No Land Is Sweeter Than Home,refugee
123,https://t.co/fq1YfUeDhE,refugee
124,Refugees know the ways that lead to peace because they know the bitter stench of war Pope Francis https://t.co/HfZ8SjZ2fk,refugee
125,It connects new Australians living in regional Australia with families from farming backgrounds.,refugee
126,https://t.co/fXtfy0pfde,refugee
127,A community in Portugal is planning to build a model refugee settlement that is ecologically sustainable and more s… https://t.co/iuzw7iEg13,refugee
128,“Migrants: they flee intolerance  persecution  and lack of a future. May no one avert their eyes from their plight”… https://t.co/S8DxXHdQIr,refugee
129,The refugee crisis demands an immediate and human approach from the world community. -&gt; https://t.co/Hb7oM4EZEO #caring4migrants,refugee
130,“We came to this country for a better future and better opportunities. Having those opportunities gives you the abi… https://t.co/j4w2ac3TpX,refugee
131,“Jesus Christ is always waiting to be recognized in #migrants and #refugees” Pope Francis https://t.co/lwStNytwPf,refugee
132,The congregation of the First Unitarian Universalist Church voted last week to become a sanctuary for immigrants.,refugee
133,https://t.co/ZVlCx5SnXg,refugee
134,The 22-year-old #refugee plans to join the class of 2022 at Princeton University https://t.co/v0YY5zajh8,refugee
135,Between migration and trafficking  the difference can sometimes become a very fine line. Pope Francis https://t.co/90O3kOkGK0,refugee
136,Nigerian 'migrant hero' baptised by Pope after foiling robbery,refugee
137,https://t.co/yTvQpeYmFZ,refugee
138,“This light has become a real little sunshine in our house. We use it at night to cook and organize our place” --&gt; https://t.co/lsRye3etiv,refugee
139,“Nowadays migration is not a phenomenon limited to some areas of the planet  but touches all the continents” Pope F… https://t.co/6tYaCyRBeX,refugee
140,Khaled  27 is one of the ten Syrian refugees working on the Hummustown project in Rome --&gt; https://t.co/7msTv36J36,refugee
141,ICMC program that aims to protect vulnerable women and children has been named as an example of socially innovative… https://t.co/xIDEe4WJoD,refugee
142,“Let's adopt every possible measure to guarantee child #migrants protection and security” Pope Francis https://t.co/fKGfNOy6nT,refugee
143,"As a concrete sign of commitment to peace and life  I want to mention and express admiration for humanitarian corr… https://t.co/IwxwO5zEmJ
Cardinal of Manila washed the feet of #migrants and #refugees during this week’s Holy Thursday evening liturgy.
https://t.co/3MEEhdkWqz
Enterprising refugees who fled violence in Myanmar have set up shop again  offering everything from haircuts to liv… https://t.co/JnlZtOCHJr
“What's needed is to promote the integral human development of migrants  refugees and displaced people” Pope Francis https://t.co/KLb8jA6rMt
“The Risen Shepherd walks beside all those forced to leave their homelands” Pope Francis https://t.co/gF4AiqgDn3
The Migrant and Refugee Section wishes everyone a Happy Easter in the Risen Christ! https://t.co/OsiHMcP9j4
Startblok gives refugees a chance to meet people from around the world and feel at home.

https://t.co/otqSyJNUUX
“We are primarily concerned with adopting every possible measure to guarantee the protection and safety of child mi… https://t.co/NnVHDh2isL
Ali Sher Kashimi arrived in Greece as a young boy. Now  he helps other asylum seekers by interpreting for them.

https://t.co/nhWXqQWYwd
“The lifeboat that must be lowered is a welcoming embrace for #migrants: they are fleeing from intolerance  form pe… https://t.co/Ctma2ogHwj
“Migrants and immigrants are integral to the nation’s  the region’s  and Rochester’s own history” 

https://t.co/bf2d3YVdwx
“I feel the need to express particular concern for the forced nature of many contemporary migratory movements” Pope… https://t.co/eaaeTYMXUB
#Migrants  #refugees and displaced people will be among those whose feet will be washed by Manila Archbishop Luis A… https://t.co/6lp5GDEjT2
Portraits of the world's most persecuted minority.
https://t.co/Lvf5bcziCW
“To migrate is the expression of that inherent desire for the happiness proper to every human being” Pope Francis… https://t.co/ELX3fLRlR3
https://t.co/CNTo2t1BwZ
From Britain to Canada  people who have spent decades away are bringing their skills to rebuild their country
https://t.co/sVBvXrhDu9
Human mobility calls for appropriate forms of welcome"" Pope Francis https://t.co/fb1QpGpVAd",refugee
144,The potential of technology to address the educational needs of #refugees,refugee
145,https://t.co/6djjR2Z0vL,refugee
146,Alex Farrell walked through 10 countries alongside a family of Syrian refugees. ,refugee
147,https://t.co/CNxPKxsaBv,refugee
148,Let us pray together to Our Lady for our #refugee brothers and sisters. Pope Francis https://t.co/0eVHjwVqoL,refugee
149,When the Elderly Call for Help  a ‘Chain’ Immigrant Often Answers -&gt;,refugee
150,https://t.co/MvkAUEGwBo,refugee
151,RT @Refugees: This Afghan refugee had never seen the ocean before... now he runs a fish shop in Norway 🇳🇴https://t.co/ZTlBJJuimN https://t.…,refugee
152,The humanitarian aid system is adapting to the ongoing revolution in communications and computing. #caring4migrants,refugee
153,https://t.co/WnsL6B162r,refugee
154,“Migrants and refugees aren't pawns on humanity's chessboard” Pope Francis https://t.co/lb2ldTYjQy,refugee
155,"Integrating concerns the opportunities for intercultural enrichment brought about by the presence of #migrants and… https://t.co/LWENPwARdj
Helping young Somalis to return home in safety after often horrific migration experiences and then to settle back… https://t.co/L9Ih6k8aZY",refugee
156,“Many migrants are unaccompanied children  at greater risk and in need of greater attention  care and protection.”… https://t.co/iqFcBnIhxP,refugee
157,"Promoting means a determined effort to ensure that all #migrants and #refugees – as well as the communities which… https://t.co/XW9tVdOxlJ
Compartmentalization of international aid along the same lines is illogical and wasteful""",refugee
158,#caring4migrants,refugee
159,https://t.co/R9qQv48CeK,refugee
160,The phenomenon of migration is not unrelated to salvation history  but rather a part of that history. Pope Francis https://t.co/gSAZ7qrfMC,refugee
161,"Protecting may be understood as a series of steps intended to defend the rights and dignity of #migrants and… https://t.co/aLJvawcGvY
Two young Africans speak about the challenges their countries face  like human trafficking  and about their hopes.… https://t.co/r0oVN7BlJ4
“Look  I’m like you now ” says Ammar  smiling proudly and removing his glasses to demonstrate how he can completely… https://t.co/xOELPgVQd2
“Migrant children easily end up at the lowest levels of human degradation” Pope Francis https://t.co/mHW3eOT2E5
Welcoming means  above all  offering broader options for migrants and refugees to enter destination countries safe… https://t.co/rdveZOVvFO",refugee
162,RT @ComeceEu: The @M_RSection of the Dicastery for Integral Human Development of the #HolySee is operational since January 2017. Fr. Baggio…,refugee
163,“Refugees are not numbers to be distributed and allocated  but persons with a name  a story  with hopes and aspirat… https://t.co/OCDsXTVSIb,refugee
164,Welcoming  protecting  promoting and integrating migrants and refugees. Pope Francis #caring4migrants,refugee
165,Full Video… https://t.co/M9BTsJ6MEA,refugee
166,Rita Yousif fled war-torn Iraq with her family to start a new life in Australia two years ago.,refugee
167,https://t.co/Bli7Nqaqkp,refugee
168,“Jesus was a refugee  he had to flee for his life to be saved” Pope Francis https://t.co/gQRS18JiTk,refugee
169,“On the open sea we are all equal  no matter the color of your skin  the flag of your country  there’s no space for… https://t.co/fU5lnSAMw6,refugee
170,As Easter approaches  Cardinal Luis Antonio Tagle is inviting all Christians to join the Caritas family in its jour… https://t.co/LAJzrVJ8Uy,refugee
171,Welcoming  protecting  promoting and integrating migrants and refugees. Pope Francis --&gt; https://t.co/qqp1ZfPmSn,refugee
172,Saad’s life has been harsh since the beginning. Seeing smiles return to the faces of children who have suffered imm… https://t.co/rdGhixMdjI,refugee
173,With an ageing  fast-shrinking population  Sutera saw Italy’s #migrant influx as an opportunity,refugee
174,https://t.co/M8UhcSiQHF,refugee
175,“Dear #migrants and #refugees  don't lose hope!” Pope Francis https://t.co/huga6AP6mK,refugee
176,One dignity  one love,refugee
177,#caring4migrants,refugee
178,https://t.co/Hg3wYN5VRJ,refugee
179,Early into their marriage  Oudai  a 27-year-old Syrian computer engineer  and Alaa  also 27 and a French teacher  f… https://t.co/IeHhakNnnj,refugee
180,“Offering asylum seekers  #refugees  #migrants and victims of human trafficking an opportunity to find the peace th… https://t.co/SUXRLjVF0s,refugee
181,“It’s time to break the silence.” ,refugee
182,https://t.co/F8TSU9v0Bx,refugee
183,"These people not only have degrees  but are also resilient ” Pacella told me. “They went through wars  moves and e… https://t.co/PX1qKFFHn7
“Jesus  Mary and Joseph knew what it meant to leave their own country and become #migrants” Pope Francis https://t.co/HfFIsDCudA
“Stop. It is the only message I would share ” says a Syrian volunteer working with the @JesuitRefugee in Lebanon. T… https://t.co/2fnaCi0TvW
Syria's war: Teenagers share stories from Zaatari #refugee camp
https://t.co/4R3YYKIYsY
Kalpesh Lathigra shares his experience of challenging visual narratives of #refugees  with advice for working photo… https://t.co/LmA7koVqsM
“I think also of the living conditions of many #migrants who  in their dramatic odyssey  experience hunger” Pope Fr… https://t.co/O2T5pYYVLV
Her eyes filled with love and gratitude as she uttered joyfully  Look what I got!"" Yana  a 51-year-old woman  prou… https://t.co/mFakysZUk0",refugee
184,“My parents initially didn’t believe I could build something like this ” she told me. “But since our project has be… https://t.co/Lf5M54MXIK,refugee
185,A dozen kids from Toronto. On Skype  a group of young Syrian #refugees in Azraq  Jordan.,refugee
186,https://t.co/TzbasbSHaD,refugee
187,“So many #migrants and #refugees continue to be inspired by trust and hope. In their hearts  they long for a better… https://t.co/E4ICqYArUP,refugee
188,"I knew when I was in a #refugee camp that I wanted to pursue further studies  I knew that I wanted to be a lawyer … https://t.co/7RYUrx7loY
Eleven European Catholic Caritas charities will join forces for a project funded by the European Union  to raise th… https://t.co/xsH963nAvc
“To migrate is the expression of that inherent desire for the happiness proper to every human being” Pope Francis https://t.co/5YxzrIPpDg
Winner of the Schools Journalism Competition video category  Migrants are our Neighbours""",refugee
189,https://t.co/i2OxX5lAvE,refugee
190,Six concrete actions that need to urgently happen to better protect more #migrants.,refugee
191,#caring4migrants,refugee
192,https://t.co/klt1SzbjXt,refugee
193,“No one can claim to be indifferent in the face of new forms of slavery imposed by criminal organizations which buy… https://t.co/uzN4y9SXLb,refugee
194,“Please hear the stories of immigrants. Stand for something. Listen to your conscience!”,refugee
195,https://t.co/FsKC3s8uya,refugee
196,RT @neilhimself: I absolutely support #FamiliesTogether https://t.co/6IAgTZQGH5,refugee
197,"Accompanying migrants and refugees  the Church strives to understand the causes of migration  and works to overcom… https://t.co/AN6EN4eDW0
“Together we must encourage countries to coordinate more suitable and effective responses to the challenges posed b… https://t.co/qW1mjsjPAb
“Prayer  poverty and peace”

https://t.co/OJsZyILh2w
“A firm commitment to human rights springs from an awareness of the utterly unique value of each person.” Pope Fran… https://t.co/LiSm2yAabp
Social inclusion  interfaith dialogue and the challenges facing #migrants and #refugees. 120 students to serve the… https://t.co/rpPY8zExTk
In a packed room in Nayapara refugee camp there is fierce concentration amid the whirring of sewing machines.

https://t.co/EZ1icNsXge
“Hearts must not be closed to refugees” Pope Francis https://t.co/CM2Yj5tyRi
We are all Italians  because that’s what we all share: Italy.""",refugee
198,https://t.co/Sts2I3f6zH,refugee
199,“Each one of you  the refugees who knock at our doors  bears the face of God  is the flesh of Christ.” Pope Francis https://t.co/ptWxgxeDq0,refugee
200,A young couple welcomed refugees from war torn and repressive countries into their home.,refugee
201,https://t.co/rsUlECVCNG,refugee
202,“Together we must encourage countries to coordinate more suitable and effective responses to the challenges posed b… https://t.co/dbhvHhEHBT,refugee
203,“May you help our society to hear the voice of refugees” Pope Francis https://t.co/OZ3UWZQUEP,refugee
204,Students  developers and entrepreneurs from around the world that aims to find high-tech solutions for complex glob… https://t.co/twX8UccUkG,refugee
205,"Technology as a tool to make the Pope's words concrete: ""Welcoming  protecting  promoting and integrating migrants… https://t.co/RsVZdNwDDS",refugee
206,As a woman  I've encountered some difficulties  but as a strong woman  I've overcome them.,refugee
207,Rosario Marin  Former… https://t.co/UOv22wlwdl,refugee
208,Over 25% of the economic growth over the last 50 years in OECD countries is due to girls having increased access to… https://t.co/2iKmTUCwCs,refugee
209,When you live war  you learn to appreciate life more.,refugee
210,Mervat Sayegh  a young syrian refugee  tells the horrors of… https://t.co/o7YIeZcT3u,refugee
211,Women and children bear most of the burden of collecting fuel and water.,refugee
212,In many developing countries women and chi… https://t.co/cuSKYhLsw2,refugee
213,Jill Drzewiecki  @JesuitRefugee  works for and with #refugees. As a citizen  an activist... and a mother. #march8,refugee
214,https://t.co/RxFGYSv3T5,refugee
215,“Saint Frances Xavier Cabrini devoted her life to the service of migrants and became their patron saint. She teache… https://t.co/SY8jrcbwG0,refugee
216,Women and children are more likely to die during natural disasters.  ,refugee
217,Let’s leave no one behind.… https://t.co/aLtEn43Dkg,refugee
218,Dedicated to all women.,refugee
219,Because dignity belongs to everyone. #march8,refugee
220,https://t.co/lByiKmAYnU,refugee
221,RT @ctrlamb: #Vatican carves our some space for Silicon Valley with first hackathon starting tonight. Organisers @frEricOP @jesuitczerny of…,refugee
222,RT @Pontifex: I thank all women who every day strive to build more humane and welcoming societies.,refugee
223,Majority of trafficking victims are women and girls.,refugee
224,People escaping from war and persecution are particularly vuln… https://t.co/5K7dpNogZe,refugee
225,The hope is that technology can bring good  practical help to our migrant brothers and sisters. Fr.Michael … https://t.co/VdJQStOZyk,refugee
226,"How wonderful would it be  while we discover faraway planets  to rediscover the needs of the brothers and sisters… https://t.co/aeOolmpEvS
They have always to depend on themselves  they are very strong.""",refugee
227,Dalia Khay Azeez's about Iraqi women. #march8,refugee
228,https://t.co/fGCnDoVfWs,refugee
229,"Migrants and refugees are being scapegoated. So I think by telling the truth and by telling positive stories  that… https://t.co/xKBXizWMGj
RT @ICMC_news: Now live: Panel discussion on #migration and #refugee Global Compacts: Fr. Michael Czerny &amp; Fr. Fabio Baggio (Vatican's Migr…
A change of attitude towards migrants and refugees is needed on the part of everyone   moving away from attitudes… https://t.co/HkrlYmxAAU",refugee
230,“As we fix our gaze on the Holy Family of Nazareth as they were forced to flee  let's think of the challenges facin… https://t.co/tdhN7CST5W,refugee
