,Tweets,tag
49,"All mothers want the same thing for their… https://t.co/cc2GboYZk2
“We want peace  justice  that’s all. If there’s no justice  there’s no peace  so we would like to request on behalf… https://t.co/4iILX2eCkn
“Migrants find it difficult to be welcomed and accepted” Pope Francis https://t.co/SL8iNSbr6t
JRS Australia  Jesuit Social Services  and the Catholic Alliance for People Seeking Asylum released a joint stateme… https://t.co/fJwD5vGE7B
Many footballers  Oscar nominees and Nobel laureates are #migrants. It’s time to overturn stereotypes about migrati… https://t.co/3qlnyEfAtZ
Faith Leaders from different religious backgrounds to support our joint efforts with the #GlobalCompacts and launch… https://t.co/dmQRfTzOWq
“We are all #migrants” Pope Francis https://t.co/3dkld66ciU
India: Dreams do come true -&gt; https://t.co/HiMEpFCcnX 
Farzana  originally from Afghanistan  is now attending unive… https://t.co/c3WQODCULG
“With this joint initiative  we are providing a new pathway to opportunity to people whose educational and career p… https://t.co/IoEHszQa6t
Researcher tracked an opposite wave  of Europeans politically activated by humanitarian response work.

https://t.co/RXKMKOlsVv
“My thoughts go out to #migrants and #refugees who are trying to get away from harsh living conditions and dangers… https://t.co/TM8XlrSQ5T
In Malaysia  #refugees are offering life-saving protection and transforming their communities one extraordinary day… https://t.co/wzI8T3rHeY
#InternationalWorkersDay. Against exploitation and Human trafficking.
In many developing countries women and childr… https://t.co/mxq57ZBhZW
#Migrants  asylum seekers and #refugees must be empowered to leverage their skills and competencies in order to im… https://t.co/b7P9ao5j5T",0
50,#InternationalWorkersDay. Against exploitation and Human trafficking.,0
51,In many developing countries women and childr… https://t.co/V21QgDq9nw,0
52,To Protect: “We are speaking about millions of #migrant workers (...). Defending their inalienable rights  ensuring… https://t.co/p4nKUiolvX,0
53,"Immigrants must be protected by their countries of arrival  in order to prevent exploitation  forced labour and hu… https://t.co/WS3qxkON61
Imad Alarnab was one of the most famous chefs in Damascus before he fled from war.

https://t.co/phOydxEvKL
“Let us not forget the flesh of Christ which is in the flesh of refugees”
Pope Francis https://t.co/I7vHUoZUie
One of Sudan's 'Lost Boys' Finds a Way to Help Other Refugees

https://t.co/Yup0FwICjx
If we want to grow  we had better learn how to solve this problem of acceptance of recent arrivals.""",0
54,https://t.co/SxF4qCzqTE,0
55,“Jesus Christ is always waiting to be recognized in #migrants and #refugees” Pope Francis #caring4migrants https://t.co/7xN24hAgAO,0
56,The Global Compact on Refugees is an opportunity to build a fairer global refugee system through more effective and… https://t.co/ADLGC8tVcA,0
57,“To migrate is the expression of that inherent desire for the happiness proper to every human being” Pope Francis https://t.co/Rh99QDNX9W,0
58,The Austrian organisation provides courses in sign language and written German for asylum seekers and #refugees fro… https://t.co/X4YQiaj3fE,0
59,“Emigration will not be the only option left for those who seek peace  justice  security and full respect of their… https://t.co/eYiqcm1SFx,0
60,"I don't think the word xenophobic is too strong to describe some of the caricatures that are proposed to Americans… https://t.co/vrSNLgohMV
Loom Chicago is one of dozens of Catholic-run organizations that are adept at meeting various challenges posed by… https://t.co/jePYmxEied",0
61,“Let's prevent unwarranted fears and speculation at the cost of #migrants” Pope Francis https://t.co/jlmmReK0p4,0
62,“These dialogues  of utmost importance  represent an active and creative form of resistance to the madness of milit… https://t.co/FLlFyjk0tT,0
63,It eases the fiscal burden without hurting locals’ prospects,0
64,https://t.co/b2sxtSU4bB,0
65,“Each one of you  #refugees who knock on our doors  bears the face of God” Pope Francis https://t.co/QDH4a8H4Zx,0
66,A brief description of the main activities of Scalabrini Fathers Community in Cape Town (South Africa),0
67,https://t.co/fhjqudAtGU,0
68,Marina Brizar is an immigration lawyer who fled Bosnia during the war.,0
69,https://t.co/q17GXviP1d,0
70,An algorithm for locating #refugee resettlement could vastly improve their probability of finding work.,0
71,https://t.co/nd1wquYKmU,0
72,“Make a gesture of closeness to migrants seeking a better life” Pope Francis https://t.co/qOHpjIlltQ,0
73,RT @JamesMartinSJ: New video: From the Migrants and Refugees Section .@M_RSection of the Vatican  Pope Francis asks us to welcome  protect …,0
74,Atik and Said have many things in common. They are both from Bangladesh  both are about the same age  in their thir… https://t.co/5G5vckFdHp,0
75,Cardinal Tobin discusses Catholic teaching on #migrants and #refugees  developments in immigration and refugee poli… https://t.co/9UzzAo8oKU,0
76,Naoko Maruyama  Regional Coordinator of East Asia for the @M_RSection  with a community of Indonesian Catholic migr… https://t.co/wbsO29Xhrh,0
77,Twelve Premier League sides will celebrate the anniversary of child #refugees arriving in the UK during the Spanish… https://t.co/ECICeRkenL,0
78,“I think of the abomination of human trafficking  crimes and abuses against minors  the horror of slavery still pre… https://t.co/CcfoLnOS53,0
79,Free meals programme has fed nearly seven million pupils in about 40 000 schools and changed the nature of educatio… https://t.co/ePoeBbzhAY,0
80,“To facilitate the movement of migrants for the benefit of all would eliminate human trafficking and perilous trave… https://t.co/oYnMkQNQfV,0
81,Eight Bishops Conferences in South America have joined forces to find solutions to the massive migration of Venezue… https://t.co/oYrXtl0BRo,0
82,“Let us bring a ray of hope into the eyes and hearts of refugees and of those who have been forcibly displaced” Pop… https://t.co/TBAcYJP2XV,0
83,https://t.co/pl1OH6pzqy,0
84,The cartoon tells the true story of a #refugee family from Syria and their experiences navigating the United States… https://t.co/yB78nna6Id,0
85,“Children are the first among those to pay the heavy toll of emigration” Pope Francis https://t.co/35i7ki35S9,0
86,A group of women is refusing to sit at home and wait for peace. Instead  these women are turning their knowledge of… https://t.co/3Lj0M2kVJF,0
87,“Our Lady knows the suffering of #refugees. In prayer  let us ask her to be close to these brothers and sisters of… https://t.co/86x6PNPfSN,0
88,Skilled #migrants are adding to Australia’s wealth and are not living on welfare or robbing local workers of jobs … https://t.co/YBqH4JLqlO,0
89,Surely  the best makhlouta (lentil soup) in the world must be served in Aleppo! It’s on today’s menu of the… https://t.co/DhMAPcP0NQ,0
90,“The question of child #migrants must be tackled radically” Pope Francis https://t.co/M5y186e14d,0
91,"Our intention is never to give up  until we see them out of prostitution.”

https://t.co/sU6mSA4OmL
The Global Compact on Refugees – released in draft form in January this year – is a much-needed rallying call for t… https://t.co/e7cL0yQRfC
“For a Christian the only proper attitude is to stand in the shoes of those brothers and sisters of ours who risk t… https://t.co/v8Y0oLs90n
RT @Pontifex: Those who protect children are on God’s side and triumph over those who oppress them. Let us free every child from every form…
The best way for nations of the world to assist poor countries in their process of economic development is to rece… https://t.co/8sylvECaNX",0
92,“As one human family  we are all migrants  journeying in hope” Pope Francis https://t.co/2wEgiROL5H,0
93,A brother in search of a better future  a path to Holiness,0
94,Even welcoming to migrants can become a road to holiness… https://t.co/gop7n5BTX7,0
95,The Championship club  with a charity  help more than 30 #refugees and asylum seekers to socialise  learn English a… https://t.co/Pyibp5gJFT,0
96,“The human promotion of migrants and their families begins with their communities of origin” Pope Francis https://t.co/EtWABGVDYV,0
97,We are going to learn and become beacons to all generations. Farah  six years old  lives in a #refugee camp in Jo… https://t.co/XtknTBV6wm,0
98,German initiatives are equipping new arrivals with the skills to alleviate the country’s worker shortage,0
99,https://t.co/sgy76zpDwS,0
100,“To be hospitable toward the poor and the migrants” Pope Francis https://t.co/60FO1mcYil,0
101,Civil society stakeholders together with @Refugees @IOMatEU and @ICMC_news present innovative models for the… https://t.co/LYVmncCWWe,0
102,Jackets abandoned on Greek beaches are helping build careers for #refugees in the Netherlands.,0
103,https://t.co/Wt7apK1FAW,0
104,“In the light of God’s word  we can consider all men and women no longer slaves  but brothers and sisters” Pope Fra… https://t.co/4LbRAhAWaZ,0
105,Solidarity with South Sudan: corageous work of women religious combatting trafficking and promoting reconciliation,0
106,https://t.co/s6sx6JSoig,0
107,Dr. Yuriy Tykhovlis  Regional coordinator of Eastern Europe for the @M_RSection  at the Ukrainian Catholic Universi… https://t.co/7ClVxk28Po,0
108,The effects of providing scholarships for displaced scholars  in particular Syrian scholars  have proven to be imme… https://t.co/T1gOq4OL8U,0
109,Please help our society to hear the voice of refugees Pope Francis #caring4migrants https://t.co/XQxUPeAvCw,0
110,Post-secondary education plays an essential role in promoting integration ,0
111,#caring4migrants,0
112,https://t.co/QgMYcODrSU,0
113,“Through fencing I taught them not only defend themselves but to respect each other.”,0
114,https://t.co/x3OMYDUP5e,0
115,“Each one of you  the refugees who knock at our doors  bears the face of God  is the flesh of Christ” Pope Francis https://t.co/TwZ5KtKT5t,0
116,“When I heard I could go to school in the camp  that moment changed my life.”,0
117,#caring4migrants,0
118,https://t.co/fcnvOnAcDs,0
119,A Norway-based Pakistani welfare organisation presented on Monday an annual award to one of the country's youngest… https://t.co/JjpFOhCgGH,0
120,“Another cause of slavery is corruption on the part of people willing to do anything for financial gain” Pope Franc… https://t.co/0mec1lEOIT,0
121,"Can we not realize that this is exactly what Jesus demands of us  when he tells us that in welcoming the stranger… https://t.co/iHBhRGzhiB
Each person seeking to follow God’s call to holiness has a special mission  and it is wrong to claim that defendin… https://t.co/KZ7SKIlDja",0
122,For Many #Migrants  No Land Is Sweeter Than Home,0
123,https://t.co/fq1YfUeDhE,0
124,Refugees know the ways that lead to peace because they know the bitter stench of war Pope Francis https://t.co/HfZ8SjZ2fk,0
125,It connects new Australians living in regional Australia with families from farming backgrounds.,0
126,https://t.co/fXtfy0pfde,0
127,A community in Portugal is planning to build a model refugee settlement that is ecologically sustainable and more s… https://t.co/iuzw7iEg13,0
128,“Migrants: they flee intolerance  persecution  and lack of a future. May no one avert their eyes from their plight”… https://t.co/S8DxXHdQIr,0
129,The refugee crisis demands an immediate and human approach from the world community. -&gt; https://t.co/Hb7oM4EZEO #caring4migrants,0
130,“We came to this country for a better future and better opportunities. Having those opportunities gives you the abi… https://t.co/j4w2ac3TpX,0
131,“Jesus Christ is always waiting to be recognized in #migrants and #refugees” Pope Francis https://t.co/lwStNytwPf,0
132,The congregation of the First Unitarian Universalist Church voted last week to become a sanctuary for immigrants.,0
133,https://t.co/ZVlCx5SnXg,0
134,The 22-year-old #refugee plans to join the class of 2022 at Princeton University https://t.co/v0YY5zajh8,0
135,Between migration and trafficking  the difference can sometimes become a very fine line. Pope Francis https://t.co/90O3kOkGK0,0
136,Nigerian 'migrant hero' baptised by Pope after foiling robbery,0
137,https://t.co/yTvQpeYmFZ,0
138,“This light has become a real little sunshine in our house. We use it at night to cook and organize our place” --&gt; https://t.co/lsRye3etiv,0
139,“Nowadays migration is not a phenomenon limited to some areas of the planet  but touches all the continents” Pope F… https://t.co/6tYaCyRBeX,0
140,Khaled  27 is one of the ten Syrian refugees working on the Hummustown project in Rome --&gt; https://t.co/7msTv36J36,0
141,ICMC program that aims to protect vulnerable women and children has been named as an example of socially innovative… https://t.co/xIDEe4WJoD,0
142,“Let's adopt every possible measure to guarantee child #migrants protection and security” Pope Francis https://t.co/fKGfNOy6nT,0
143,"As a concrete sign of commitment to peace and life  I want to mention and express admiration for humanitarian corr… https://t.co/IwxwO5zEmJ
Cardinal of Manila washed the feet of #migrants and #refugees during this week’s Holy Thursday evening liturgy.
https://t.co/3MEEhdkWqz
Enterprising refugees who fled violence in Myanmar have set up shop again  offering everything from haircuts to liv… https://t.co/JnlZtOCHJr
“What's needed is to promote the integral human development of migrants  refugees and displaced people” Pope Francis https://t.co/KLb8jA6rMt
“The Risen Shepherd walks beside all those forced to leave their homelands” Pope Francis https://t.co/gF4AiqgDn3
The Migrant and Refugee Section wishes everyone a Happy Easter in the Risen Christ! https://t.co/OsiHMcP9j4
Startblok gives refugees a chance to meet people from around the world and feel at home.

https://t.co/otqSyJNUUX
“We are primarily concerned with adopting every possible measure to guarantee the protection and safety of child mi… https://t.co/NnVHDh2isL
Ali Sher Kashimi arrived in Greece as a young boy. Now  he helps other asylum seekers by interpreting for them.

https://t.co/nhWXqQWYwd
“The lifeboat that must be lowered is a welcoming embrace for #migrants: they are fleeing from intolerance  form pe… https://t.co/Ctma2ogHwj
“Migrants and immigrants are integral to the nation’s  the region’s  and Rochester’s own history” 

https://t.co/bf2d3YVdwx
“I feel the need to express particular concern for the forced nature of many contemporary migratory movements” Pope… https://t.co/eaaeTYMXUB
#Migrants  #refugees and displaced people will be among those whose feet will be washed by Manila Archbishop Luis A… https://t.co/6lp5GDEjT2
Portraits of the world's most persecuted minority.
https://t.co/Lvf5bcziCW
“To migrate is the expression of that inherent desire for the happiness proper to every human being” Pope Francis… https://t.co/ELX3fLRlR3
https://t.co/CNTo2t1BwZ
From Britain to Canada  people who have spent decades away are bringing their skills to rebuild their country
https://t.co/sVBvXrhDu9
Human mobility calls for appropriate forms of welcome"" Pope Francis https://t.co/fb1QpGpVAd",0
144,The potential of technology to address the educational needs of #refugees,0
145,https://t.co/6djjR2Z0vL,0
146,Alex Farrell walked through 10 countries alongside a family of Syrian refugees. ,0
147,https://t.co/CNxPKxsaBv,0
148,Let us pray together to Our Lady for our #refugee brothers and sisters. Pope Francis https://t.co/0eVHjwVqoL,0
149,When the Elderly Call for Help  a ‘Chain’ Immigrant Often Answers -&gt;,0
150,https://t.co/MvkAUEGwBo,0
151,RT @Refugees: This Afghan refugee had never seen the ocean before... now he runs a fish shop in Norway 🇳🇴https://t.co/ZTlBJJuimN https://t.…,0
152,The humanitarian aid system is adapting to the ongoing revolution in communications and computing. #caring4migrants,0
153,https://t.co/WnsL6B162r,0
154,“Migrants and refugees aren't pawns on humanity's chessboard” Pope Francis https://t.co/lb2ldTYjQy,0
155,"Integrating concerns the opportunities for intercultural enrichment brought about by the presence of #migrants and… https://t.co/LWENPwARdj
Helping young Somalis to return home in safety after often horrific migration experiences and then to settle back… https://t.co/L9Ih6k8aZY",0
156,“Many migrants are unaccompanied children  at greater risk and in need of greater attention  care and protection.”… https://t.co/iqFcBnIhxP,0
157,"Promoting means a determined effort to ensure that all #migrants and #refugees – as well as the communities which… https://t.co/XW9tVdOxlJ
Compartmentalization of international aid along the same lines is illogical and wasteful""",0
158,#caring4migrants,0
159,https://t.co/R9qQv48CeK,0
160,The phenomenon of migration is not unrelated to salvation history  but rather a part of that history. Pope Francis https://t.co/gSAZ7qrfMC,0
161,"Protecting may be understood as a series of steps intended to defend the rights and dignity of #migrants and… https://t.co/aLJvawcGvY
Two young Africans speak about the challenges their countries face  like human trafficking  and about their hopes.… https://t.co/r0oVN7BlJ4
“Look  I’m like you now ” says Ammar  smiling proudly and removing his glasses to demonstrate how he can completely… https://t.co/xOELPgVQd2
“Migrant children easily end up at the lowest levels of human degradation” Pope Francis https://t.co/mHW3eOT2E5
Welcoming means  above all  offering broader options for migrants and refugees to enter destination countries safe… https://t.co/rdveZOVvFO",0
162,RT @ComeceEu: The @M_RSection of the Dicastery for Integral Human Development of the #HolySee is operational since January 2017. Fr. Baggio…,0
163,“Refugees are not numbers to be distributed and allocated  but persons with a name  a story  with hopes and aspirat… https://t.co/OCDsXTVSIb,0
164,Welcoming  protecting  promoting and integrating migrants and refugees. Pope Francis #caring4migrants,0
165,Full Video… https://t.co/M9BTsJ6MEA,0
166,Rita Yousif fled war-torn Iraq with her family to start a new life in Australia two years ago.,0
167,https://t.co/Bli7Nqaqkp,0
168,“Jesus was a refugee  he had to flee for his life to be saved” Pope Francis https://t.co/gQRS18JiTk,0
169,“On the open sea we are all equal  no matter the color of your skin  the flag of your country  there’s no space for… https://t.co/fU5lnSAMw6,0
170,As Easter approaches  Cardinal Luis Antonio Tagle is inviting all Christians to join the Caritas family in its jour… https://t.co/LAJzrVJ8Uy,0
171,Welcoming  protecting  promoting and integrating migrants and refugees. Pope Francis --&gt; https://t.co/qqp1ZfPmSn,0
172,Saad’s life has been harsh since the beginning. Seeing smiles return to the faces of children who have suffered imm… https://t.co/rdGhixMdjI,0
173,With an ageing  fast-shrinking population  Sutera saw Italy’s #migrant influx as an opportunity,0
174,https://t.co/M8UhcSiQHF,0
175,“Dear #migrants and #refugees  don't lose hope!” Pope Francis https://t.co/huga6AP6mK,0
176,One dignity  one love,0
177,#caring4migrants,0
178,https://t.co/Hg3wYN5VRJ,0
179,Early into their marriage  Oudai  a 27-year-old Syrian computer engineer  and Alaa  also 27 and a French teacher  f… https://t.co/IeHhakNnnj,0
180,“Offering asylum seekers  #refugees  #migrants and victims of human trafficking an opportunity to find the peace th… https://t.co/SUXRLjVF0s,0
181,“It’s time to break the silence.” ,0
182,https://t.co/F8TSU9v0Bx,0
183,"These people not only have degrees  but are also resilient ” Pacella told me. “They went through wars  moves and e… https://t.co/PX1qKFFHn7
“Jesus  Mary and Joseph knew what it meant to leave their own country and become #migrants” Pope Francis https://t.co/HfFIsDCudA
“Stop. It is the only message I would share ” says a Syrian volunteer working with the @JesuitRefugee in Lebanon. T… https://t.co/2fnaCi0TvW
Syria's war: Teenagers share stories from Zaatari #refugee camp
https://t.co/4R3YYKIYsY
Kalpesh Lathigra shares his experience of challenging visual narratives of #refugees  with advice for working photo… https://t.co/LmA7koVqsM
“I think also of the living conditions of many #migrants who  in their dramatic odyssey  experience hunger” Pope Fr… https://t.co/O2T5pYYVLV
Her eyes filled with love and gratitude as she uttered joyfully  Look what I got!"" Yana  a 51-year-old woman  prou… https://t.co/mFakysZUk0",0
184,“My parents initially didn’t believe I could build something like this ” she told me. “But since our project has be… https://t.co/Lf5M54MXIK,0
185,A dozen kids from Toronto. On Skype  a group of young Syrian #refugees in Azraq  Jordan.,0
186,https://t.co/TzbasbSHaD,0
187,“So many #migrants and #refugees continue to be inspired by trust and hope. In their hearts  they long for a better… https://t.co/E4ICqYArUP,0
188,"I knew when I was in a #refugee camp that I wanted to pursue further studies  I knew that I wanted to be a lawyer … https://t.co/7RYUrx7loY
Eleven European Catholic Caritas charities will join forces for a project funded by the European Union  to raise th… https://t.co/xsH963nAvc
“To migrate is the expression of that inherent desire for the happiness proper to every human being” Pope Francis https://t.co/5YxzrIPpDg
Winner of the Schools Journalism Competition video category  Migrants are our Neighbours""",0
189,https://t.co/i2OxX5lAvE,0
190,Six concrete actions that need to urgently happen to better protect more #migrants.,0
191,#caring4migrants,0
192,https://t.co/klt1SzbjXt,0
193,“No one can claim to be indifferent in the face of new forms of slavery imposed by criminal organizations which buy… https://t.co/uzN4y9SXLb,0
194,“Please hear the stories of immigrants. Stand for something. Listen to your conscience!”,0
195,https://t.co/FsKC3s8uya,0
196,RT @neilhimself: I absolutely support #FamiliesTogether https://t.co/6IAgTZQGH5,0
197,"Accompanying migrants and refugees  the Church strives to understand the causes of migration  and works to overcom… https://t.co/AN6EN4eDW0
“Together we must encourage countries to coordinate more suitable and effective responses to the challenges posed b… https://t.co/qW1mjsjPAb
“Prayer  poverty and peace”

https://t.co/OJsZyILh2w
“A firm commitment to human rights springs from an awareness of the utterly unique value of each person.” Pope Fran… https://t.co/LiSm2yAabp
Social inclusion  interfaith dialogue and the challenges facing #migrants and #refugees. 120 students to serve the… https://t.co/rpPY8zExTk
In a packed room in Nayapara refugee camp there is fierce concentration amid the whirring of sewing machines.

https://t.co/EZ1icNsXge
“Hearts must not be closed to refugees” Pope Francis https://t.co/CM2Yj5tyRi
We are all Italians  because that’s what we all share: Italy.""",0
198,https://t.co/Sts2I3f6zH,0
199,“Each one of you  the refugees who knock at our doors  bears the face of God  is the flesh of Christ.” Pope Francis https://t.co/ptWxgxeDq0,0
200,A young couple welcomed refugees from war torn and repressive countries into their home.,0
201,https://t.co/rsUlECVCNG,0
202,“Together we must encourage countries to coordinate more suitable and effective responses to the challenges posed b… https://t.co/dbhvHhEHBT,0
203,“May you help our society to hear the voice of refugees” Pope Francis https://t.co/OZ3UWZQUEP,0
204,Students  developers and entrepreneurs from around the world that aims to find high-tech solutions for complex glob… https://t.co/twX8UccUkG,0
205,"Technology as a tool to make the Pope's words concrete: ""Welcoming  protecting  promoting and integrating migrants… https://t.co/RsVZdNwDDS",0
206,As a woman  I've encountered some difficulties  but as a strong woman  I've overcome them.,0
207,Rosario Marin  Former… https://t.co/UOv22wlwdl,0
208,Over 25% of the economic growth over the last 50 years in OECD countries is due to girls having increased access to… https://t.co/2iKmTUCwCs,0
209,When you live war  you learn to appreciate life more.,0
210,Mervat Sayegh  a young syrian refugee  tells the horrors of… https://t.co/o7YIeZcT3u,0
211,Women and children bear most of the burden of collecting fuel and water.,0
212,In many developing countries women and chi… https://t.co/cuSKYhLsw2,0
213,Jill Drzewiecki  @JesuitRefugee  works for and with #refugees. As a citizen  an activist... and a mother. #march8,0
214,https://t.co/RxFGYSv3T5,0
215,“Saint Frances Xavier Cabrini devoted her life to the service of migrants and became their patron saint. She teache… https://t.co/SY8jrcbwG0,0
216,Women and children are more likely to die during natural disasters.  ,0
217,Let’s leave no one behind.… https://t.co/aLtEn43Dkg,0
218,Dedicated to all women.,0
219,Because dignity belongs to everyone. #march8,0
220,https://t.co/lByiKmAYnU,0
221,RT @ctrlamb: #Vatican carves our some space for Silicon Valley with first hackathon starting tonight. Organisers @frEricOP @jesuitczerny of…,0
222,RT @Pontifex: I thank all women who every day strive to build more humane and welcoming societies.,0
223,Majority of trafficking victims are women and girls.,0
224,People escaping from war and persecution are particularly vuln… https://t.co/5K7dpNogZe,0
225,The hope is that technology can bring good  practical help to our migrant brothers and sisters. Fr.Michael … https://t.co/VdJQStOZyk,0
226,"How wonderful would it be  while we discover faraway planets  to rediscover the needs of the brothers and sisters… https://t.co/aeOolmpEvS
They have always to depend on themselves  they are very strong.""",0
227,Dalia Khay Azeez's about Iraqi women. #march8,0
228,https://t.co/fGCnDoVfWs,0
229,"Migrants and refugees are being scapegoated. So I think by telling the truth and by telling positive stories  that… https://t.co/xKBXizWMGj
RT @ICMC_news: Now live: Panel discussion on #migration and #refugee Global Compacts: Fr. Michael Czerny &amp; Fr. Fabio Baggio (Vatican's Migr…
A change of attitude towards migrants and refugees is needed on the part of everyone   moving away from attitudes… https://t.co/HkrlYmxAAU",0
230,“As we fix our gaze on the Holy Family of Nazareth as they were forced to flee  let's think of the challenges facin… https://t.co/tdhN7CST5W,0
231,Women and children bear most of the burden of collecting fuel and water  spending from 1 to 4 hours a day collectin… https://t.co/BZTDqZv1uE,0
232,Fatima  @crocerossaita ,0
233,For all those who have risked their lives to save others. Thank you.,0
234,March 8  International… https://t.co/bJIM0ZCCGr,0
235,RT @Refugees: 7 ways to help refugee girls go to school ,0
236,1. 🏫,0
237,2. 🏃🏽 ,0
238,3. 🚽,0
239,4. 👫,0
240,5. 📚,0
241,6. 🎓,0
242,7. 🙋🏽,0
243,It’s time to make refugee girls a priority…,0
244,Refugee and migration pacts must overlap for the sake of refugee workers.,0
245,#caring4migrants,0
246,https://t.co/vtI9EcHLuK,0
247,“We cannot be insensitive to families and to all our brothers and sisters who are #refugees. We are called to help… https://t.co/ONB4ZSjUFQ,0
248,RT @ICMC_news: Now broadcasting a panel discussion on #migrants and #refugees with Carol Batchelor (UNHCR)  Michele Klein Solomon (IOM)  Wa…,0
